Time TermienWest TermienEast Boxbergheide Winterslag OudWinterslag ZwartbergSouth ZwartbergNWest ZwartbergNEast WaterscheiGarden Total
"2014-02-06 10:00:00" 5064356.59189453 6765686.625 18283591.6 23818929.15 2906792.49013672 8300366.55 4546772.65 6466104.2875 27131841.2 103284441.14453116
"2014-02-06 11:00:00" 4961845.16689453 6764196.925 18158304.1 23844462.55 2784572.41513672 7891866.75 4522800.875 6456341.8375 27200361.8 102584752.41953115
"2014-02-06 12:00:00" 4909596.46689453 6789087.925 18442131.1 23931776.15 2742153.16513672 7884139.25 4564971.65 6572450.4875 27653254.8 103489560.99453115
"2014-02-06 13:00:00" 4953045.76689453 6875441.925 18722726.6 24334107.55 2743518.56513672 8011145.1 4606039.425 6662870.4375 28099964.2 105008859.56953116
"2014-02-06 14:00:00" 5065349.191894529 7041560.675 19282222.2 24686416.05 2767803.94013672 8071908.2 4598507.4 6751387.1875 28379611.8 106644766.64453116
"2014-02-06 15:00:00" 5150874.71689453 7123899.925 19716406.3 24951189.75 2815602.91513672 8096350.25 4668699.1 6817296.4875 28471904.4 107812223.84453115
"2014-02-06 16:00:00" 5215105.74189453 7059589.275 19892292.8 25123217.55 2851770.06513672 8218763.95 4746355.2 6859512.8375 28655822.0 108622429.41953115
"2014-02-06 17:00:00" 5194343.24189453 7131449.725 19879942.7 25059323.05 2881783.49013672 8309927.5 4762031.975 6877923.9375 28828634.8 108925360.41953115
"2014-02-06 18:00:00" 5199227.04189453 7176091.925 19949898.5 25043155.85 2901643.74013672 8314953.95 4796549.5 6879108.8375 28948517.6 109209146.94453116
"2014-02-06 19:00:00" 5287454.01689453 7200014.625 20054647.9 25323783.75 2932039.96513672 8374554.65 4858474.35 6906959.7375 29112764.8 110050693.79453115
"2014-02-06 20:00:00" 5402433.99189453 7281679.825 20392589.1 25489519.35 3000671.06513672 8430962.3 4914745.0 6980945.1625 30201699.0 112095244.79453115
"2014-02-06 21:00:00" 5589424.41689453 7466405.6 20911417.9 25928048.35 3102935.11513672 8726847.3 5069994.3125 7117882.1625 30382978.0 114295933.15703115
"2014-02-06 22:00:00" 5877500.86689453 7770730.975 21911249.25 26535217.45 3272917.0151367197 9211045.25 5298551.1375 7388519.925 31417737.9 118683469.76953116
"2014-02-06 23:00:00" 6340358.18564453 8053944.675 23300131.14375 27558381.9 3514480.4979492202 9806292.55 5524834.7875 7725616.6125 32973887.4 124797927.75234365
"2014-02-07 00:00:00" 6613299.215625 8335161.26875 24252457.14375 28748029.55 3684739.4479492204 9937928.25 5439767.8375 8001909.0 33843740.25 128857031.96357413
"2014-02-07 01:00:00" 6490966.790625 8560218.25 24878407.0875 29476267.85 3807416.8729492202 10250825.575 5662037.9625 8139428.9125 34264600.85 131530170.15107413
